"Basename","Sample_Name","Sample_Plate","Sample_Well","Sentrix_ID","Sentrix_Position","Sample_Group","Pool_ID"
"208139170057_R08C01","431-BG00638","Plate07","H2",208139170057,"R08C01","431-BG00638",NA
"208139170018_R01C01","431-BG00551","Plate07","A3",208139170018,"R01C01","431-BG00551",NA
"208139170018_R02C01","431-BG00135","Plate07","B3",208139170018,"R02C01","431-BG00135",NA
"208139170018_R03C01","431-BG00719_REP","Plate07","C3",208139170018,"R03C01","431-BG00719_REP",NA
"208139170018_R04C01","431-BG00533","Plate07","D3",208139170018,"R04C01","431-BG00533",NA
"208139170018_R05C01","431-BG00642","Plate07","E3",208139170018,"R05C01","431-BG00642",NA
"208139170018_R06C01","431-BG00844_REP","Plate07","F3",208139170018,"R06C01","431-BG00844_REP",NA
"208139170018_R07C01","431-BG00782","Plate07","G3",208139170018,"R07C01","431-BG00782",NA
"208139170018_R08C01","431-BG00750","Plate07","H3",208139170018,"R08C01","431-BG00750",NA
"208139170056_R01C01","431-BG00787","Plate07","A4",208139170056,"R01C01","431-BG00787",NA
"208139170056_R02C01","431-BG00777_REP","Plate07","B4",208139170056,"R02C01","431-BG00777_REP",NA
"208139170056_R03C01","431-BG00857","Plate07","C4",208139170056,"R03C01","431-BG00857",NA
"208139170056_R04C01","431-BG00843","Plate07","D4",208139170056,"R04C01","431-BG00843",NA
"208139170056_R05C01","431-BG00819","Plate07","E4",208139170056,"R05C01","431-BG00819",NA
"208139170056_R06C01","431-BG00274","Plate07","F4",208139170056,"R06C01","431-BG00274",NA
"208139170056_R07C01","431-BG00875","Plate07","G4",208139170056,"R07C01","431-BG00875",NA
"208139170056_R08C01","431-BG00859","Plate07","H4",208139170056,"R08C01","431-BG00859",NA
"208139170093_R01C01","431-BG00810_REP","Plate07","A5",208139170093,"R01C01","431-BG00810_REP",NA
"208139170093_R02C01","431-BG00872","Plate07","B5",208139170093,"R02C01","431-BG00872",NA
"208139170093_R03C01","431-BG00821","Plate07","C5",208139170093,"R03C01","431-BG00821",NA
"208139170093_R04C01","431-BG00719","Plate07","D5",208139170093,"R04C01","431-BG00719",NA
"208139170093_R05C01","431-BG00779","Plate07","E5",208139170093,"R05C01","431-BG00779",NA
"208139170093_R06C01","431-BG00829","Plate07","F5",208139170093,"R06C01","431-BG00829",NA
"208139170093_R07C01","431-BG00826","Plate07","G5",208139170093,"R07C01","431-BG00826",NA
"208139170093_R08C01","431-BG00844","Plate07","H5",208139170093,"R08C01","431-BG00844",NA
"208139170141_R01C01","431-BG00778","Plate07","A6",208139170141,"R01C01","431-BG00778",NA
"208139170141_R02C01","431-BG00807_REP","Plate07","B6",208139170141,"R02C01","431-BG00807_REP",NA
"208139170141_R03C01","431-BG00733","Plate07","C6",208139170141,"R03C01","431-BG00733",NA
"208139170141_R04C01","431-BG00746","Plate07","D6",208139170141,"R04C01","431-BG00746",NA
"208139170141_R05C01","431-BG00535_REP","Plate07","E6",208139170141,"R05C01","431-BG00535_REP",NA
"208139170141_R06C01","431-BG00741","Plate07","F6",208139170141,"R06C01","431-BG00741",NA
"208139170141_R07C01","431-BG00738","Plate07","G6",208139170141,"R07C01","431-BG00738",NA
"208139170141_R08C01","431-BG00769","Plate07","H6",208139170141,"R08C01","431-BG00769",NA
"208250190095_R01C01","431-BG00751","Plate07","A7",208250190095,"R01C01","431-BG00751",NA
"208250190095_R02C01","431-BG00792","Plate07","B7",208250190095,"R02C01","431-BG00792",NA
"208250190095_R03C01","431-BG00777","Plate07","C7",208250190095,"R03C01","431-BG00777",NA
"208250190095_R04C01","431-BG00785","Plate07","D7",208250190095,"R04C01","431-BG00785",NA
"208250190095_R05C01","431-BG00772","Plate07","E7",208250190095,"R05C01","431-BG00772",NA
"208250190095_R06C01","431-BG00734","Plate07","F7",208250190095,"R06C01","431-BG00734",NA
"208250190095_R07C01","431-BG00783","Plate07","G7",208250190095,"R07C01","431-BG00783",NA
"208250190095_R08C01","431-BG00673","Plate07","H7",208250190095,"R08C01","431-BG00673",NA
"208250190126_R01C01","431-BG00728","Plate07","A8",208250190126,"R01C01","431-BG00728",NA
"208250190126_R02C01","431-BG00765","Plate07","B8",208250190126,"R02C01","431-BG00765",NA
"208250190126_R03C01","431-BG00755","Plate07","C8",208250190126,"R03C01","431-BG00755",NA
"208250190126_R04C01","431-BG00767","Plate07","D8",208250190126,"R04C01","431-BG00767",NA
"208250190126_R05C01","431-BG00720","Plate07","E8",208250190126,"R05C01","431-BG00720",NA
"208250190126_R06C01","431-BG00761","Plate07","F8",208250190126,"R06C01","431-BG00761",NA
"208250190126_R07C01","431-BG00768","Plate07","G8",208250190126,"R07C01","431-BG00768",NA
"208250190126_R08C01","431-BG00810","Plate07","H8",208250190126,"R08C01","431-BG00810",NA
"208250190078_R01C01","431-BG00813","Plate07","A9",208250190078,"R01C01","431-BG00813",NA
"208250190078_R02C01","431-BG00845","Plate07","B9",208250190078,"R02C01","431-BG00845",NA
"208250190078_R03C01","431-BG00830","Plate07","C9",208250190078,"R03C01","431-BG00830",NA
"208250190078_R04C01","431-BG00861","Plate07","D9",208250190078,"R04C01","431-BG00861",NA
"208250190078_R05C01","431-BG00632","Plate07","E9",208250190078,"R05C01","431-BG00632",NA
"208250190078_R06C01","431-BG00840","Plate07","F9",208250190078,"R06C01","431-BG00840",NA
"208250190078_R07C01","431-BG00807","Plate07","G9",208250190078,"R07C01","431-BG00807",NA
"208250190078_R08C01","431-BG00816","Plate07","H9",208250190078,"R08C01","431-BG00816",NA
"208144140150_R01C01","431-BG00815","Plate07","A10",208144140150,"R01C01","431-BG00815",NA
"208144140150_R02C01","431-BG00705","Plate07","B10",208144140150,"R02C01","431-BG00705",NA
"208144140150_R03C01","431-BG00757_REP","Plate07","C10",208144140150,"R03C01","431-BG00757_REP",NA
"208144140150_R04C01","431-BG00848","Plate07","D10",208144140150,"R04C01","431-BG00848",NA
"208144140150_R05C01","431-BG00854","Plate07","E10",208144140150,"R05C01","431-BG00854",NA
"208144140150_R06C01","431-BG00834","Plate07","F10",208144140150,"R06C01","431-BG00834",NA
"208144140150_R07C01","431-BG00634_REP","Plate07","G10",208144140150,"R07C01","431-BG00634_REP",NA
"208144140150_R08C01","431-BG00535","Plate07","H10",208144140150,"R08C01","431-BG00535",NA
"208139170139_R01C01","431-BG00757","Plate07","A11",208139170139,"R01C01","431-BG00757",NA
"208139170139_R02C01","431-BG00818_REP","Plate07","B11",208139170139,"R02C01","431-BG00818_REP",NA
"208139170139_R03C01","431-BG00855","Plate07","C11",208139170139,"R03C01","431-BG00855",NA
"208139170139_R04C01","431-BG00833","Plate07","D11",208139170139,"R04C01","431-BG00833",NA
"208139170139_R05C01","431-BG00842","Plate07","E11",208139170139,"R05C01","431-BG00842",NA
"208139170139_R06C01","431-BG00634","Plate07","F11",208139170139,"R06C01","431-BG00634",NA
"208139170139_R07C01","431-BG00818","Plate07","G11",208139170139,"R07C01","431-BG00818",NA
"208139170139_R08C01","431-BG00831_REP","Plate07","H11",208139170139,"R08C01","431-BG00831_REP",NA
"208250190158_R01C01","431-BG00773","Plate07","A12",208250190158,"R01C01","431-BG00773",NA
"208250190158_R02C01","431-BG00831","Plate07","B12",208250190158,"R02C01","431-BG00831",NA
"208250190158_R03C01","431-BG00828","Plate07","C12",208250190158,"R03C01","431-BG00828",NA
"208250190158_R04C01","431-BG00871_REP","Plate07","D12",208250190158,"R04C01","431-BG00871_REP",NA
"208250190158_R05C01","431-BG00814","Plate07","E12",208250190158,"R05C01","431-BG00814",NA
"208250190158_R06C01","431-BG00853","Plate07","F12",208250190158,"R06C01","431-BG00853",NA
"208250190158_R07C01","431-BG00871","Plate07","G12",208250190158,"R07C01","431-BG00871",NA
"208250190158_R08C01","431-BG00788","Plate07","H12",208250190158,"R08C01","431-BG00788",NA
"208230270112_R01C01","431-BG00827","Plate08","A1",208230270112,"R01C01","431-BG00827",NA
"208230270112_R02C01","431-BG00850","Plate08","B1",208230270112,"R02C01","431-BG00850",NA
"208230270112_R03C01","431-BG00798","Plate08","C1",208230270112,"R03C01","431-BG00798",NA
"208230270112_R04C01","431-BG00771","Plate08","D1",208230270112,"R04C01","431-BG00771",NA
"208230270112_R05C01","431-BG00822","Plate08","E1",208230270112,"R05C01","431-BG00822",NA
"208230270112_R06C01","431-BG00812","Plate08","F1",208230270112,"R06C01","431-BG00812",NA
"208230270112_R07C01","431-BG00820","Plate08","G1",208230270112,"R07C01","431-BG00820",NA
"208230270112_R08C01","431-BG00809","Plate08","H1",208230270112,"R08C01","431-BG00809",NA
"208139170059_R01C01","431-BG00832","Plate08","A2",208139170059,"R01C01","431-BG00832",NA
"208139170059_R02C01","431-BG00715","Plate08","B2",208139170059,"R02C01","431-BG00715",NA
"208139170059_R03C01","431-BG00745","Plate08","C2",208139170059,"R03C01","431-BG00745",NA
"208139170059_R04C01","431-BG00713","Plate08","D2",208139170059,"R04C01","431-BG00713",NA
"208139170059_R05C01","431-BG00689","Plate08","E2",208139170059,"R05C01","431-BG00689",NA
"208139170059_R06C01","431-BG00764","Plate08","F2",208139170059,"R06C01","431-BG00764",NA
"208139170059_R07C01","431-BG00596","Plate08","G2",208139170059,"R07C01","431-BG00596",NA
"208139170059_R08C01","431-BG00776","Plate08","H2",208139170059,"R08C01","431-BG00776",NA
"208139170143_R01C01","431-BG00770","Plate08","A3",208139170143,"R01C01","431-BG00770",NA
"208139170143_R02C01","431-BG00756","Plate08","B3",208139170143,"R02C01","431-BG00756",NA
"208139170143_R03C01","431-BG00692","Plate08","C3",208139170143,"R03C01","431-BG00692",NA
"208139170143_R04C01","431-BG00656","Plate08","D3",208139170143,"R04C01","431-BG00656",NA
"208139170143_R05C01","431-BG00742","Plate08","E3",208139170143,"R05C01","431-BG00742",NA
"208139170143_R06C01","431-BG00775","Plate08","F3",208139170143,"R06C01","431-BG00775",NA
"208139170143_R07C01","431-BG00784","Plate08","G3",208139170143,"R07C01","431-BG00784",NA
"208139170143_R08C01","431-BG00808","Plate08","H3",208139170143,"R08C01","431-BG00808",NA
"208139170033_R01C01","431-BG00749","Plate08","A4",208139170033,"R01C01","431-BG00749",NA
"208139170033_R02C01","431-BG00726","Plate08","B4",208139170033,"R02C01","431-BG00726",NA
"208139170033_R03C01","431-BG00766","Plate08","C4",208139170033,"R03C01","431-BG00766",NA
"208139170033_R04C01","431-BG00732","Plate08","D4",208139170033,"R04C01","431-BG00732",NA
"208139170033_R05C01","431-BG00710","Plate08","E4",208139170033,"R05C01","431-BG00710",NA
"208139170033_R06C01","431-BG00780","Plate08","F4",208139170033,"R06C01","431-BG00780",NA
"208139170033_R07C01","431-BG00716","Plate08","G4",208139170033,"R07C01","431-BG00716",NA
"208139170033_R08C01","431-BG00747","Plate08","H4",208139170033,"R08C01","431-BG00747",NA
"208230270008_R01C01","431-BG00759","Plate08","A5",208230270008,"R01C01","431-BG00759",NA
"208230270008_R02C01","431-BG00752","Plate08","B5",208230270008,"R02C01","431-BG00752",NA
"208230270008_R03C01","431-BG00721","Plate08","C5",208230270008,"R03C01","431-BG00721",NA
"208230270008_R04C01","431-BG00735","Plate08","D5",208230270008,"R04C01","431-BG00735",NA
"208230270008_R05C01","431-BG00725","Plate08","E5",208230270008,"R05C01","431-BG00725",NA
"208230270008_R06C01","431-BG00163","Plate08","F5",208230270008,"R06C01","431-BG00163",NA
"208230270008_R07C01","431-BG00718","Plate08","G5",208230270008,"R07C01","431-BG00718",NA
"208230270008_R08C01","431-BG00744","Plate08","H5",208230270008,"R08C01","431-BG00744",NA
"208139170128_R01C01","431-BG00714","Plate08","A6",208139170128,"R01C01","431-BG00714",NA
"208139170128_R02C01","431-BG00731","Plate08","B6",208139170128,"R02C01","431-BG00731",NA
"208139170128_R03C01","431-BG00791","Plate08","C6",208139170128,"R03C01","431-BG00791",NA
"208139170128_R04C01","431-BG00724","Plate08","D6",208139170128,"R04C01","431-BG00724",NA
"208139170128_R05C01","431-BG00763","Plate08","E6",208139170128,"R05C01","431-BG00763",NA
"208139170128_R06C01","431-BG00565","Plate08","F6",208139170128,"R06C01","431-BG00565",NA
"208139170128_R07C01","431-BG00868","Plate08","G6",208139170128,"R07C01","431-BG00868",NA
"208139170128_R08C01","431-BG00839","Plate08","H6",208139170128,"R08C01","431-BG00839",NA
"208139170015_R01C01","431-BG00880","Plate08","A7",208139170015,"R01C01","431-BG00880",NA
"208139170015_R02C01","431-BG00869","Plate08","B7",208139170015,"R02C01","431-BG00869",NA
"208139170015_R03C01","431-BG00795","Plate08","C7",208139170015,"R03C01","431-BG00795",NA
"208139170015_R04C01","431-BG00873","Plate08","D7",208139170015,"R04C01","431-BG00873",NA
"208139170015_R05C01","431-BG00794","Plate08","E7",208139170015,"R05C01","431-BG00794",NA
"208139170015_R06C01","431-BG00867","Plate08","F7",208139170015,"R06C01","431-BG00867",NA
"208139170015_R07C01","431-BG00838","Plate08","G7",208139170015,"R07C01","431-BG00838",NA
"208139170015_R08C01","431-BG00904","Plate08","H7",208139170015,"R08C01","431-BG00904",NA
"208139170019_R01C01","431-BG00698","Plate08","A8",208139170019,"R01C01","431-BG00698",NA
"208139170019_R02C01","431-BG00895","Plate08","B8",208139170019,"R02C01","431-BG00895",NA
"208139170019_R03C01","431-BG00900","Plate08","C8",208139170019,"R03C01","431-BG00900",NA
"208139170019_R04C01","431-BG00881","Plate08","D8",208139170019,"R04C01","431-BG00881",NA
"208139170019_R05C01","431-BG00806","Plate08","E8",208139170019,"R05C01","431-BG00806",NA
"208139170019_R06C01","431-BG00805","Plate08","F8",208139170019,"R06C01","431-BG00805",NA
"208139170019_R07C01","431-BG00786","Plate08","G8",208139170019,"R07C01","431-BG00786",NA
"208139170019_R08C01","431-BG00863","Plate08","H8",208139170019,"R08C01","431-BG00863",NA
"208230270107_R01C01","431-BG00917","Plate08","A9",208230270107,"R01C01","431-BG00917",NA
"208230270107_R02C01","431-BG00902","Plate08","B9",208230270107,"R02C01","431-BG00902",NA
"208230270107_R03C01","431-BG00851","Plate08","C9",208230270107,"R03C01","431-BG00851",NA
"208230270107_R04C01","431-BG00801","Plate08","D9",208230270107,"R04C01","431-BG00801",NA
"208230270107_R05C01","431-BG00879","Plate08","E9",208230270107,"R05C01","431-BG00879",NA
"208230270107_R06C01","431-BG00877","Plate08","F9",208230270107,"R06C01","431-BG00877",NA
"208230270107_R07C01","431-BG00637","Plate08","G9",208230270107,"R07C01","431-BG00637",NA
"208230270107_R08C01","431-BG00804","Plate08","H9",208230270107,"R08C01","431-BG00804",NA
"208230270067_R01C01","431-BG00876","Plate08","A10",208230270067,"R01C01","431-BG00876",NA
"208230270067_R02C01","431-BG00922","Plate08","B10",208230270067,"R02C01","431-BG00922",NA
"208230270067_R03C01","431-BG00967","Plate08","C10",208230270067,"R03C01","431-BG00967",NA
"208230270067_R04C01","431-BG00966","Plate08","D10",208230270067,"R04C01","431-BG00966",NA
"208230270067_R05C01","431-BG00915","Plate08","E10",208230270067,"R05C01","431-BG00915",NA
"208230270067_R06C01","431-BG00929","Plate08","F10",208230270067,"R06C01","431-BG00929",NA
"208230270067_R07C01","431-BG01000","Plate08","G10",208230270067,"R07C01","431-BG01000",NA
"208230270067_R08C01","431-BG00946","Plate08","H10",208230270067,"R08C01","431-BG00946",NA
"208139170129_R01C01","431-BG00994","Plate08","A11",208139170129,"R01C01","431-BG00994",NA
"208139170129_R02C01","431-BG00942","Plate08","B11",208139170129,"R02C01","431-BG00942",NA
"208139170129_R03C01","431-BG01013","Plate08","C11",208139170129,"R03C01","431-BG01013",NA
"208139170129_R04C01","431-BG01015","Plate08","D11",208139170129,"R04C01","431-BG01015",NA
"208139170129_R05C01","431-BG01030","Plate08","E11",208139170129,"R05C01","431-BG01030",NA
"208139170129_R06C01","431-BG01019","Plate08","F11",208139170129,"R06C01","431-BG01019",NA
"208139170129_R07C01","431-BG00997","Plate08","G11",208139170129,"R07C01","431-BG00997",NA
"208139170129_R08C01","431-BG01046","Plate08","H11",208139170129,"R08C01","431-BG01046",NA
"208139170020_R01C01","431-BG01006","Plate08","A12",208139170020,"R01C01","431-BG01006",NA
"208139170020_R02C01","431-BG01055","Plate08","B12",208139170020,"R02C01","431-BG01055",NA
"208139170020_R03C01","431-BG00948","Plate08","C12",208139170020,"R03C01","431-BG00948",NA
"208139170020_R04C01","431-BG00956","Plate08","D12",208139170020,"R04C01","431-BG00956",NA
"208139170020_R05C01","431-BG01003","Plate08","E12",208139170020,"R05C01","431-BG01003",NA
"208139170020_R06C01","431-BG00945","Plate08","F12",208139170020,"R06C01","431-BG00945",NA
"208139170020_R07C01","431-BG00973","Plate08","G12",208139170020,"R07C01","431-BG00973",NA
"208139170020_R08C01","431-BG01050","Plate08","H12",208139170020,"R08C01","431-BG01050",NA
"208144140024_R01C01","431-BG01039","Plate09","A1",208144140024,"R01C01","431-BG01039",NA
"208144140024_R02C01","431-BG00993","Plate09","B1",208144140024,"R02C01","431-BG00993",NA
"208144140024_R03C01","431-BG00975","Plate09","C1",208144140024,"R03C01","431-BG00975",NA
"208144140024_R04C01","431-BG01011","Plate09","D1",208144140024,"R04C01","431-BG01011",NA
"208144140024_R05C01","431-BG01020","Plate09","E1",208144140024,"R05C01","431-BG01020",NA
"208144140024_R06C01","431-BG01023","Plate09","F1",208144140024,"R06C01","431-BG01023",NA
"208144140024_R07C01","431-BG01012","Plate09","G1",208144140024,"R07C01","431-BG01012",NA
"208144140024_R08C01","431-BG01048","Plate09","H1",208144140024,"R08C01","431-BG01048",NA
"208144140035_R01C01","431-BG00972","Plate09","A2",208144140035,"R01C01","431-BG00972",NA
"208144140035_R02C01","431-BG00989","Plate09","B2",208144140035,"R02C01","431-BG00989",NA
"208144140035_R03C01","431-BG01033","Plate09","C2",208144140035,"R03C01","431-BG01033",NA
"208144140035_R04C01","431-BG00987","Plate09","D2",208144140035,"R04C01","431-BG00987",NA
"208144140035_R05C01","431-BG01049","Plate09","E2",208144140035,"R05C01","431-BG01049",NA
"208144140035_R06C01","431-BG00986","Plate09","F2",208144140035,"R06C01","431-BG00986",NA
"208144140035_R07C01","431-BG01028","Plate09","G2",208144140035,"R07C01","431-BG01028",NA
"208144140035_R08C01","431-BG00941","Plate09","H2",208144140035,"R08C01","431-BG00941",NA
"208139170041_R01C01","431-BG01002","Plate09","A3",208139170041,"R01C01","431-BG01002",NA
"208139170041_R02C01","431-BG00953","Plate09","B3",208139170041,"R02C01","431-BG00953",NA
"208139170041_R03C01","431-BG00925","Plate09","C3",208139170041,"R03C01","431-BG00925",NA
"208139170041_R04C01","431-BG00991","Plate09","D3",208139170041,"R04C01","431-BG00991",NA
"208139170041_R05C01","431-BG00727","Plate09","E3",208139170041,"R05C01","431-BG00727",NA
"208139170041_R06C01","431-BG00988","Plate09","F3",208139170041,"R06C01","431-BG00988",NA
"208139170041_R07C01","431-BG01016","Plate09","G3",208139170041,"R07C01","431-BG01016",NA
"208139170041_R08C01","431-BG00916","Plate09","H3",208139170041,"R08C01","431-BG00916",NA
"208139170137_R01C01","431-BG00964","Plate09","A4",208139170137,"R01C01","431-BG00964",NA
"208139170137_R02C01","431-BG00885","Plate09","B4",208139170137,"R02C01","431-BG00885",NA
"208139170137_R03C01","431-BG00911","Plate09","C4",208139170137,"R03C01","431-BG00911",NA
"208139170137_R04C01","431-BG00891","Plate09","D4",208139170137,"R04C01","431-BG00891",NA
"208139170137_R05C01","431-BG00960","Plate09","E4",208139170137,"R05C01","431-BG00960",NA
"208139170137_R06C01","431-BG00930","Plate09","F4",208139170137,"R06C01","431-BG00930",NA
"208139170137_R07C01","431-BG00918","Plate09","G4",208139170137,"R07C01","431-BG00918",NA
"208139170137_R08C01","431-BG00958","Plate09","H4",208139170137,"R08C01","431-BG00958",NA
"208139170160_R01C01","431-BG00950","Plate09","A5",208139170160,"R01C01","431-BG00950",NA
"208139170160_R02C01","431-BG00928","Plate09","B5",208139170160,"R02C01","431-BG00928",NA
"208139170160_R03C01","431-BG00938","Plate09","C5",208139170160,"R03C01","431-BG00938",NA
"208139170160_R04C01","431-BG00985","Plate09","D5",208139170160,"R04C01","431-BG00985",NA
"208139170160_R05C01","431-BG00912","Plate09","E5",208139170160,"R05C01","431-BG00912",NA
"208139170160_R06C01","431-BG00962","Plate09","F5",208139170160,"R06C01","431-BG00962",NA
"208139170160_R07C01","431-BG00974","Plate09","G5",208139170160,"R07C01","431-BG00974",NA
"208139170160_R08C01","431-BG00970","Plate09","H5",208139170160,"R08C01","431-BG00970",NA
"208139170111_R01C01","431-BG00889","Plate09","A6",208139170111,"R01C01","431-BG00889",NA
"208139170111_R02C01","431-BG00965","Plate09","B6",208139170111,"R02C01","431-BG00965",NA
"208139170111_R03C01","431-BG00959","Plate09","C6",208139170111,"R03C01","431-BG00959",NA
"208139170111_R04C01","431-BG00908","Plate09","D6",208139170111,"R04C01","431-BG00908",NA
"208139170111_R05C01","431-BG00905","Plate09","E6",208139170111,"R05C01","431-BG00905",NA
"208139170111_R06C01","431-BG00890","Plate09","F6",208139170111,"R06C01","431-BG00890",NA
"208139170111_R07C01","431-BG00944","Plate09","G6",208139170111,"R07C01","431-BG00944",NA
"208139170111_R08C01","431-BG00906","Plate09","H6",208139170111,"R08C01","431-BG00906",NA
"208139170102_R01C01","431-BG00894","Plate09","A7",208139170102,"R01C01","431-BG00894",NA
"208139170102_R02C01","431-BG00968","Plate09","B7",208139170102,"R02C01","431-BG00968",NA
"208139170102_R03C01","431-BG00931","Plate09","C7",208139170102,"R03C01","431-BG00931",NA
"208139170102_R04C01","431-BG00954","Plate09","D7",208139170102,"R04C01","431-BG00954",NA
"208139170102_R05C01","431-BG00927","Plate09","E7",208139170102,"R05C01","431-BG00927",NA
"208139170102_R06C01","431-BG00884","Plate09","F7",208139170102,"R06C01","431-BG00884",NA
"208139170102_R07C01","431-BG00981","Plate09","G7",208139170102,"R07C01","431-BG00981",NA
"208139170102_R08C01","431-BG00951","Plate09","H7",208139170102,"R08C01","431-BG00951",NA
"208138740136_R01C01","431-BG00978","Plate09","A8",208138740136,"R01C01","431-BG00978",NA
"208138740136_R02C01","431-BG00921","Plate09","B8",208138740136,"R02C01","431-BG00921",NA
"208138740136_R03C01","431-BG00998","Plate09","C8",208138740136,"R03C01","431-BG00998",NA
"208138740136_R04C01","431-BG00977","Plate09","D8",208138740136,"R04C01","431-BG00977",NA
"208138740136_R05C01","431-BG00943","Plate09","E8",208138740136,"R05C01","431-BG00943",NA
"208138740136_R06C01","431-BG00774","Plate09","F8",208138740136,"R06C01","431-BG00774",NA
"208138740136_R07C01","431-BG00923","Plate09","G8",208138740136,"R07C01","431-BG00923",NA
"208138740136_R08C01","431-BG00888","Plate09","H8",208138740136,"R08C01","431-BG00888",NA
"208144140023_R01C01","431-BG00920","Plate09","A9",208144140023,"R01C01","431-BG00920",NA
"208144140023_R02C01","431-BG00883","Plate09","B9",208144140023,"R02C01","431-BG00883",NA
"208144140023_R03C01","431-BG00870","Plate09","C9",208144140023,"R03C01","431-BG00870",NA
"208144140023_R04C01","431-BG00924","Plate09","D9",208144140023,"R04C01","431-BG00924",NA
"208144140023_R05C01","431-BG00865","Plate09","E9",208144140023,"R05C01","431-BG00865",NA
"208144140023_R06C01","431-BG00886","Plate09","F9",208144140023,"R06C01","431-BG00886",NA
"208144140023_R07C01","431-BG00933","Plate09","G9",208144140023,"R07C01","431-BG00933",NA
"208144140023_R08C01","431-BG01001","Plate09","H9",208144140023,"R08C01","431-BG01001",NA
"208144140055_R01C01","431-BG00896","Plate09","A10",208144140055,"R01C01","431-BG00896",NA
"208144140055_R02C01","431-BG00949","Plate09","B10",208144140055,"R02C01","431-BG00949",NA
"208144140055_R03C01","431-BG00887","Plate09","C10",208144140055,"R03C01","431-BG00887",NA
"208144140055_R04C01","431-BG00909","Plate09","D10",208144140055,"R04C01","431-BG00909",NA
"208144140055_R05C01","431-BG00913","Plate09","E10",208144140055,"R05C01","431-BG00913",NA
"208144140055_R06C01","431-BG00995","Plate09","F10",208144140055,"R06C01","431-BG00995",NA
"208144140055_R07C01","431-BG00963","Plate09","G10",208144140055,"R07C01","431-BG00963",NA
"208144140055_R08C01","431-BG00990","Plate09","H10",208144140055,"R08C01","431-BG00990",NA
"208144140019_R01C01","431-BG00897","Plate09","A11",208144140019,"R01C01","431-BG00897",NA
"208144140019_R02C01","431-BG00952","Plate09","B11",208144140019,"R02C01","431-BG00952",NA
"208144140019_R03C01","431-BG00996","Plate09","C11",208144140019,"R03C01","431-BG00996",NA
"208144140019_R04C01","431-BG00957","Plate09","D11",208144140019,"R04C01","431-BG00957",NA
"208144140019_R05C01","431-BG00893","Plate09","E11",208144140019,"R05C01","431-BG00893",NA
"208144140019_R06C01","431-BG00969","Plate09","F11",208144140019,"R06C01","431-BG00969",NA
"208144140019_R07C01","431-BG00919","Plate09","G11",208144140019,"R07C01","431-BG00919",NA
"208144140019_R08C01","431-BG00932","Plate09","H11",208144140019,"R08C01","431-BG00932",NA
"208144140020_R01C01","431-BG00910","Plate09","A12",208144140020,"R01C01","431-BG00910",NA
"208144140020_R02C01","431-BG00802","Plate09","B12",208144140020,"R02C01","431-BG00802",NA
"208144140020_R03C01","431-BG00892","Plate09","C12",208144140020,"R03C01","431-BG00892",NA
"208144140020_R04C01","431-BG00903","Plate09","D12",208144140020,"R04C01","431-BG00903",NA
"208144140020_R05C01","431-BG01005","Plate09","E12",208144140020,"R05C01","431-BG01005",NA
"208144140020_R06C01","431-BG01139","Plate09","F12",208144140020,"R06C01","431-BG01139",NA
"208144140020_R07C01","431-BG01211","Plate09","G12",208144140020,"R07C01","431-BG01211",NA
"208144140020_R08C01","431-BG01082","Plate09","H12",208144140020,"R08C01","431-BG01082",NA
"208139170046_R01C01","431-BG01101","Plate10","A1",208139170046,"R01C01","431-BG01101",NA
"208139170046_R02C01","431-BG01081","Plate10","B1",208139170046,"R02C01","431-BG01081",NA
"208139170046_R03C01","431-BG01104","Plate10","C1",208139170046,"R03C01","431-BG01104",NA
"208139170046_R04C01","431-BG01213","Plate10","D1",208139170046,"R04C01","431-BG01213",NA
"208139170046_R05C01","431-BG01224","Plate10","E1",208139170046,"R05C01","431-BG01224",NA
"208139170046_R06C01","431-BG01092","Plate10","F1",208139170046,"R06C01","431-BG01092",NA
"208139170046_R07C01","431-BG01188","Plate10","G1",208139170046,"R07C01","431-BG01188",NA
"208139170046_R08C01","431-BG01128","Plate10","H1",208139170046,"R08C01","431-BG01128",NA
"208139170035_R01C01","431-BG01108","Plate10","A2",208139170035,"R01C01","431-BG01108",NA
"208139170035_R02C01","431-BG01141","Plate10","B2",208139170035,"R02C01","431-BG01141",NA
"208139170035_R03C01","431-BG01122","Plate10","C2",208139170035,"R03C01","431-BG01122",NA
"208139170035_R04C01","431-BG01093","Plate10","D2",208139170035,"R04C01","431-BG01093",NA
"208139170035_R05C01","431-BG01118","Plate10","E2",208139170035,"R05C01","431-BG01118",NA
"208139170035_R06C01","431-BG01120","Plate10","F2",208139170035,"R06C01","431-BG01120",NA
"208139170035_R07C01","431-BG01121","Plate10","G2",208139170035,"R07C01","431-BG01121",NA
"208139170035_R08C01","431-BG01148","Plate10","H2",208139170035,"R08C01","431-BG01148",NA
"208139170023_R01C01","431-BG01076","Plate10","A3",208139170023,"R01C01","431-BG01076",NA
"208139170023_R02C01","431-BG01129","Plate10","B3",208139170023,"R02C01","431-BG01129",NA
"208139170023_R03C01","431-BG01127","Plate10","C3",208139170023,"R03C01","431-BG01127",NA
"208139170023_R04C01","431-BG01223","Plate10","D3",208139170023,"R04C01","431-BG01223",NA
"208139170023_R05C01","431-BG01018","Plate10","E3",208139170023,"R05C01","431-BG01018",NA
"208139170023_R06C01","431-BG01075","Plate10","F3",208139170023,"R06C01","431-BG01075",NA
